tweet,Tidy_Tweets,label,name,gender
bithj is gfriend expecting us to continue with our daily tasks after dropping that bomb? i'm just gonna stare at nothing until they post or smth?,bithj gfriend expect continu with daili task after drop that bomb just gonna stare noth until they post smth,0,Aajaylah,0
"Alright! i want to talk about smth that lately ive been seeing a lot with non-lesbians, especially when lesbophobia gets brought up / exposed",alright want talk about smth that late been see with lesbian especi when lesbophobia get brought expos,0,Aarzoo,1
"Hey oomfs, I got smth to say. I'm no longer following peeps that are 15, if ur a current oomf dw :))  It's just I want to start finding oomfs 17+ so I hope u all understand 🥺🥺 cuz I'm 21 so I want to find more oomfs closer to my age🥺  Pls rt to others see it too Ily all sm🥺💖",oomf smth longer follow peep that current oomf just want start find oomf hope understand want find more oomf closer other,0,Aanyah,0
chen best station / single ?  lil. smth            years             Hello         👇                     👇                   👇,chen best station singl smth year hello,0,Aamar,1
"I THOUGHT HE WAS GONNA SAY SMTH ELSEE DREAM BABY 😭😭😭 ""OLD SELENA GOMEZ SONGS GO HARD IDC IF IT MKAES ME.. GIRLY"" FUCKKK",thought gonna smth else dream babi selena gomez song hard mkae girli fuckkk,0,Aamer,1
"when kpp stans complain about BTS content, i always know it means BTS is doing smth right yet again",when stan complain about content alway know mean do smth right again,0,Aasto,1
"@EreBolt I 100% agree, as a strong character as she is and an independent woman Mikasa's choice is to be respected. Whether it'd be staying alone or moving on to another man. However the writing was bad and this fandom is so toxic they r blaming M for smth that is the writer's fault sadly",agre strong charact independ woman mikasa choic respect whether stay alon move anoth howev write thi fandom toxic they blame smth that writer fault sadli,0,Aaliegha,0
ill pay ya $5 pls jus post smth @JYPETWICE,post smth,0,Aaron-john,1
guys kindly follow my priv @AVIJJK in case smth happens to this acc !!🥺,guy kindli follow priv case smth happen thi,0,Aarifa,0
So Hope made the bust in 307 but made the wish in 305 so I guess wishing pot got a 2 day shipping or smth?? #Legacies,hope made bust made wish guess wish ship smth #legaci,0,Aariv,1
"Have smth i got get off my chest, yall duaola's stans are obssessed and delusional for namedropping BTS when taking out of your a$$ abt chart fraud lmao, yall know who sold a5 stadiums including 3 in the US back in 2019 and was preparing to go on a 22 stadium tour in 2020+",have smth chest yall duaola stan obssess delusion namedrop when take your chart fraud lmao yall know sold stadium includ back prepar stadium tour,0,A'ishah,1
"What if someone made like a qcyn award but like with trainees like  best hairdresser, best in fashion, trainee you would trust your whole life with  or smth ahahaha",what someon made like qcyn award like with traine like best hairdress best fashion traine would trust your whole life with smth ahahaha,0,Aajah,0
oh my god what if happy dies in nwh and thats the last straw for peter and he starts to actually think he is cursed or smth so he starts to push away every possible male parental figure he might have in the future,what happi die that last straw peter start actual think curs smth start push away everi possibl male parent figur might have futur,0,Aanvi,0
I think she might wear smth nice cuz we’re on to the 1989 era,think might wear smth nice,0,Aaya,0
ASHTON REPOSTS LASHTON AND THEN LUKE POSTED SMTH ON HIS STORY. ASH SUMMONED LUKE,ashton repost lashton then luke post smth stori summon luke,0,Aaliyah-mae,0
have y’all noticed smth in the mv teaser ?? the beat sounds kinda familiar !?? idk if its just me but it sounds like the song of the year,have notic smth teaser beat sound kinda familiar just sound like song year,0,Aagam,1
"the way of the house husband motion comic is actually pretty cute, as a fan of the manga its nice to be able to put it on in the bg while i work and the VAs are clearly having a great time, i just wish it wasn't marketed like an anime in the US sfkjdfskjs",hous husband motion comic actual pretti cute manga nice abl while work clearli have great time just wish wasn market like anim sfkjdfskj,0,Aaryahi,0
she was prob getting death threats or smth .... like she never chosen the neutral side about palestine but also if u gonna post it then delete it ...why did you do it in the first place (not judging just asking),prob get death threat smth like never chosen neutral side about palestin also gonna post then delet first place judg just ask,0,Aakiyah,0
@genderjoy you look like a friendly mobster who’d give me $20 and tell me to buy myself smth nice at the gas station :’),look like friendli mobster give tell myself smth nice station,0,Aasin,1
hi guys!! im not new to stan twt but im looking for moa moots to share smth 👀 i actually created this acc for writing purposes and i would appreciate a rt to help me find moots 🥺 (preferably filo moa since i have this au in my draft) thank you!!,guy stan look moot share smth actual creat thi write purpos would appreci help find moot prefer filo sinc have thi draft thank,0,Aaris,1
ALSO um i mgiht take another break IVE BEEN CONTEMPLATING ABOUT TAKING ANOTHER ONE FOR A WHILE AND NOW THAT I LEARNED A FEW DAYS AGO WHAT WAS SAID ABOUT ME i think ti would be best to take another break or smth PAKOJSOJAJOJELJJ,also mgiht take anoth break been contempl about take anoth while that learn day what said about think would best take anoth break smth pakojsojajojeljj,0,Aaston,1
jk ok but i better not see levi’s grave or smth in those pages,better levi grave smth those page,0,Aaradhy,1
Seeing that she hasn't replied to comments except from his bf since yesterday is not smth I can ignore 🥺 This is a sign of her first and beautiful priority to his love and how happy she is to live with it..,see that hasn repli comment except from sinc yesterday smth ignor thi sign first beauti prioriti love happi live with,0,Aareona,0
"I made smth I am soooo proud of, I made a supporter of Israel look at things correctly and he’s now a huge supporter for Palestine and Palestinians and he even has the Palestinian flag as a profile picture on his ig nowwww🥺🥺🥺🥺🥺🥺",made smth soooo proud made support israel look thing correctli huge support palestin palestinian even palestinian flag profil pictur nowwww,0,Aamoni,0
Raffle at 300 followers or smth???,raffl follow smth,0,Aashiya,0
LFT T4 off tank/ dps (maybe) 4074 peak Idk im pretty bad but am flexible and am coachable :) Hero pool: legit just ask me to play smth ill be able to Rts appreciated,tank mayb peak pretti flexibl coachabl hero pool legit just play smth abl appreci,0,Aaliyah-rose,0
there was smth always about harry styles that didnt sit right w me,there smth alway about harri style that didnt right,0,Aastha,0
right now the world is missing smth and that smth is chenji’s this and that,right world miss smth that smth chenji thi that,0,Aakifah,0
"// SEKAI  LEAKS , SPOILERS  HELP at some point shizuku mentions smth abt the sekai and ena's like ""huh? what did u just say""",sekai leak spoiler help some point shizuku mention smth sekai like what just,0,Aayansh,0
"there are just smth about renmin always sitting next to each other this comeback, giving me the best crumbs they could ever. renmin land is flourishing. next time we know, we’re having full buffet les geddit",there just smth about renmin alway sit next each other thi comeback give best crumb they could ever renmin land flourish next time know have full buffet geddit,0,Aadin,1
CHAPSTICK PLEASE ITS NOT THAT EXPENSIVE YK WHAT MF USE VASELINE OR SMTH PLEASE DO SMTH,chapstick pleas that expens what vaselin smth pleas smth,0,Aalyiah,0
@yooajamarchive We got a bunch of YooA updates Jiho is back on wm_ohmygirl IG baeyub IG update TMI News with HyoJyoBin  airing Mu:Ply interphone version of Dun Dun Dance HyoJyo seen filming smth A different ver of the MV seen on a show Dun Dun Dance is in the TOP15 OF ALL MAJOR CHARTS NOW.,bunch yooa updat jiho back ohmygirl baeyub updat new with hyojyobin air interphon version danc hyojyo seen film smth differ seen show danc major chart,0,Aashis,1
"we've returned 2 the 'oh dont worry its just the high risk lives at stake, the rest of us are fine and they can just stay inside forever' phase with no aid for us 2 do so, so, i gonna become one kind of threat or another, should start carrying around a brick and practicing my aim",return dont worri just high risk live stake rest fine they just stay insid forev phase with gonna becom kind threat anoth should start carri around brick practic,0,Aarika,0
"everytime smth relatively good happens with his career these ppl either make it abt that man or that band, this is a continuous cycle happened with Defenceless project, now that his tickets are selling within mins they're saying that ppl buying them aren't real fans? ++",everytim smth rel good happen with career these either make that that band thi continu cycl happen with defenceless project that ticket sell within min they say that buy them aren real fan,0,Aarshi,0
If I was a totalitarian dictator my country would be AWESOME  1. there would be trampolines and pools everywhere   2. free tacos or smth tacos are good I think  3. id replace all the streets and roads with those awesome disco dance floor panels that flash colours and shit,totalitarian dictat countri would awesom there would trampolin pool everywher free taco smth taco good think replac street road with those awesom disco danc floor panel that flash colour shit,0,Aanuoluwa,0
"Also Iruka’s trauma is smth nobody talks about but he was an orphan too, both of his parents were killed protecting the village, he was betrayed and harm by someone he trusted but he still loved and cared for everyone i love that man he is my parental figure I love him I love him",also iruka trauma smth nobodi talk about orphan both parent were kill protect villag betray harm someon trust still love care everyon love that parent figur love love,0,Aaydan,1
@dwtguessr's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,account temporarili unavail becaus violat twitter media polici learn more,0,Aasmin,1
"Imma just wait until that acc suddenly twt smth like this ""Hello I'm a new MYs, help me find more moots."" 🤭",imma just wait until that suddenli smth like thi hello help find more moot,0,Aamia,0
i'm afraid to sleep because what if we will get smth tonight 🥲,afraid sleep becaus what will smth tonight,0,Aaleiyah,0
"anyways, if someone you dont like got smth, like a cameo, merch, or even a follow / notice etc, just be happy for the person and dont ruin their moment, you wouldn’t want the same happening to you (: spread kindness or at least stfu 🤍",anyway someon dont like smth like cameo merch even follow notic just happi person dont ruin their moment wouldn want same happen spread kind least stfu,0,Aaleah,0
"i hope this makes sense but there’s smth incredible abt this fandom  bc  no matter the different time zones around the world, we all still manage to have a blast together while watching our boys grow . especially behind a screen . idk how to explain it but it’s awesome tbh",hope thi make sens there smth incred thi fandom matter differ time zone around world still manag have blast togeth while watch boy grow especi behind screen explain awesom,0,Aasia,0
"Tbh I think the EN community definitely over blew what “醒神茶” means. It just means “sobering tea” and the pun is that 醒神” could also mean “wake up a god”, so like knocking sense into him (venti). It doesn’t explicitly imply that Zhongli went to go beat up venti or smth",think commun definit over blew what mean just mean sober that could also mean wake like knock sens into venti doesn explicitli impli that zhongli went beat venti smth,0,Aamin,1
smth abt israels song being named set me free doesnt sit right w me at all,smth israel song be name free doesnt right,0,Aadvika,0
WHAT’S HAPPENING IN KASHMIR: A THREAD (I haven’t seen a lot of people talking about it so I thought I’d share smth),what happen kashmir thread haven seen peopl talk about thought share smth,0,Aarza,0
I THOUGHT ELTON JOHN WAS SOME GUY FROM THE 60'S OR SMTH WTF HE'S ALIVE?!??!,thought elton john some from smth aliv,0,Aasma,0
KEONHEE CULT WHR R U ?????? SHLD I MAKE A GROUPCHAT OR SMTH BECAUSE YALL ARE EVERYWHR I HV SMTH TO SAY,keonhe cult shld make groupchat smth becaus yall everywhr smth,0,Aaidan,1
HELP HELP uk how chuang's slogan is chuang-together-go or smth WHAT QCYN ONE?? IN CHINESE OR ENGLISH PLS SOMOENE,help help chuang slogan chuang togeth smth what qcyn chines english somoen,0,Aayush,1
"my mum is probably gonna need to go private for an operation she needs n it’s gonna be costly, am thinking about doing smth like maybe writing commissions or some kind of activity for fund raising does anyone have good ideas that i could do?",probabl gonna need privat oper need gonna costli think about do smth like mayb write commiss some kind activ fund rais doe anyon have good idea that could,0,Aachal,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it made me a leopika shipper pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi made leopika shipper spread awar,0,Aarnavi,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it made me a killua kinnie pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi made killua kinni spread awar,0,Aarian,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it made me a jun wu and qi rong fucker pls rt to spread awareness /c,consid get vaccin there smth should know befor vaccin day other experienc thi made rong fucker spread awar,0,Aarnav,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it made me a hxh stan pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi made stan spread awar,0,Aarne,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but i became a omega pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi becam omega spread awar,0,Aaralyn,0
I’ve seen a lot of ppl get mad about spoilers lately // back during tumblrs golden eras there was this like 2 weeks rule. Like everyone JUST KNEW to tag everything with spoilers for the first 2 weeks of smth coming out,seen about spoiler late back dure tumblr golden era there thi like week rule like everyon just knew everyth with spoiler first week smth come,0,Aarica,0
"Came here to suggest smth, go on tiktok to dynamite sound and like the most liked ones, like a lot of them just scroll and like If we do it in large quantity, the creators would notice and will surely be interested in doing that again now for butter",came here suggest smth tiktok dynamit sound like most like one like them just scroll like larg quantiti creator would notic will sure interest do that again butter,0,Aaiza,0
like this is smth ive pointed out recently too but so many ppl can't deal with the fact that bkg is STILL mean &amp; rude &amp; angry &amp; loud even though he's changed significantly in ways that arguably matter more. they want his personality to do a whole 180 but it's just not happening🤷‍♀️,like thi smth point recent mani deal with fact that still mean rude angri loud even though chang significantli way that arguabl matter more they want person whole just happen,0,Aaliyahrose,0
smth about taehyung always coming on weverse late at night reminds me of 4 o'clock,smth about taehyung alway come wevers late night remind clock,0,Aalliyah,0
"RECAP: 1. rat space doing their usual rat talks then some of WT Crew joined, then may nag pin ng twt ni ano, then (humorously) inaask ng rats si joven and gab to talk abt it 2. Joven ayaw daw niya sa barda barda or smth, but sabi ni tpp (kapag conventionally attractive ka you can",recap space do their usual talk then some crew join then then humor inaask rat joven talk joven ayaw niya barda barda smth sabi kapag convent attract,0,Aadi,0
"GOD I LOVE BOYS, BOYS ARE SO CUTE, IF YOU ARE A BOY... UR AMAZING ILY LETS CUDDLE AND DRINK HOT CHOCOLATE OR SMTH",love boy boy cute amaz let cuddl drink chocol smth,0,Aarushi,0
"Can the prison arc just end already so I know which of the theories about c!Dream's true plans are correct. I am just sitting here ""wow this sounds plausible. Too bad I probably won't know if it's true FOR LIKE 2 MORE MONTHS OR SMTH""",prison just alreadi know which theori about dream true plan correct just sit here thi sound plausibl probabl know true like more month smth,0,Aashirya,0
okay but am i the only one who thinks its kinda sus 🤨🤨 yoongi been so active the past few days he's hiding smth,okay onli think kinda yoongi been activ past day hide smth,0,Aariah,0
im sad bc db and rach can post things like that and everyone would think it's about their characters but if tom and lauren post a pic together just hugging or smth people will think they are already married with 5 kids,rach post thing like that everyon would think about their charact lauren post togeth just hug smth peopl will think they alreadi marri with kid,0,Aadya,0
"Just a reminder that we can only see what our eyes allow us to perceive, which is such a small amount. Example we have 3 primary colours which makes up every single colour we see. There is a fish that has like 240 smth primary colours, think how much more that fish can see 🐠",just remind that onli what eye allow perceiv which such small amount exampl have primari colour which make everi singl colour there fish that like smth primari colour think much more that fish,0,Aasish,1
Nah Historia's presence in HSAU alone is too strong idk how anyone can see that and think isym never cared about Historia😭😭 tho he might have run out of ideas in the manga HSAU during WFP was smth else man,historia presenc hsau alon strong anyon that think isym never care about historia might have idea manga hsau dure smth els,0,Aakanksha,0
the girls will probably stay silent until the 22nd so let's not jump into assumptions and conclusion until they say smth themselves. they still have ig and weverse where they can post their thoughts. it hard but it's def harder for them not being able to talk,girl will probabl stay silent until jump into assumpt conclus until they smth themselv they still have wevers where they post their thought hard harder them be abl talk,0,Aadiv,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it turned me into a danny simp pls rt to spread awareness :/,consid get vaccin there smth should know befor vaccin day other experienc thi turn into danni simp spread awar,0,Aaravi,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago and idk if other ppl experienced this but it turned me into a lesbo pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into lesbo spread awar,0,Aarav,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it turned me into a ruin hunter pegger pls rt to spread awareness /c,consid get vaccin there smth should know befor vaccin day other experienc thi turn into ruin hunter pegger spread awar,0,Aarion,1
/c /j  ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it turned me into a genshin player pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into genshin player spread awar,0,Aarin,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it turned me into a beidou kisser pls rt to spread awareness /c,consid get vaccin there smth should know befor vaccin day other experienc thi turn into beidou kisser spread awar,0,Aarilyn,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago and idk if other ppl experienced this but it turned me into a slut pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into slut spread awar,0,Aarati,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it turned me into a queer pls rt to spread awareness :/,consid get vaccin there smth should know befor vaccin day other experienc thi turn into queer spread awar,0,Aaren,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago and idk if other ppl experienced this but it turned me into a Zhongli fucker pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into zhongli fucker spread awar,0,Aaran,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago n idk if other ppl experienced this but it turned me into a hot milf with big bazoinkers pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into milf with bazoink spread awar,0,Aariana,0
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago and idk if other ppl experienced this but it turned me into an omega pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into omega spread awar,0,Aaraon,1
ik a lot of ppl are considering getting the vaccine but theres smth u should know before u do :/ i got my vaccine a few days ago and idk if other ppl experienced this but it turned me into a homo pls rt to spread awareness,consid get vaccin there smth should know befor vaccin day other experienc thi turn into homo spread awar,0,Aaraya,0
"olivia is such an amazing artist but it must be exhausting that every single song of hers is never her own everyone has to compare it to the joshua sabrina situation or compare it to taylor swift, lorde, etc like let her have her song without immediately claiming it as smth else",olivia such amaz artist must exhaust that everi singl song her never everyon compar joshua sabrina situat compar taylor swift lord like have song without immedi claim smth els,0,Aarik,1
"tachihara would tweet smth like ""idk why im so hot and sexy idk whats wrong with me💔💔"" and gin would priv qrt just because",tachihara would tweet smth like sexi what wrong with would priv just becaus,0,Aaeesha,0
"++ for individual pics, they had to take pics standing on tables in the sports field. photographer asked what pose he wants to do but he has no idea, but the student before him hooked a rose on his ear, dongpyo did smth and made all the seniors gathered there laughed",individu pic they take pic stand tabl sport field photograph ask what pose want idea student befor hook rose dongpyo smth made senior gather there laugh,0,Aalaysha,0
"Eid Mubarak to all our muslim followers! I hope you all enjoy this time of celebration! stay safe and have a nice day!  [ if it’s tomorrow for you, just consider this an early message or smth :D ]",mubarak muslim follow hope enjoy thi time celebr stay safe have nice tomorrow just consid thi earli messag smth,0,Aashif,1
"the hypocrisy y’all have, every fucking time a member from a bg does smth y’all be quick to defend them but if it was an idol from a gg, y’all would make her life a living hell",hypocrisi have everi fuck time member from doe smth quick defend them idol from would make life live hell,0,Aarona,0
ok wait jews respond with ways goyim can be better allies for jewish people and then we can rt or smth idk and maybe they’ll actually listen if we spell it out directly yk,wait jew respond with way goyim better alli jewish peopl then smth mayb they actual listen spell directli,0,Aatikah,0
"I think we should have a theme for each party to motivate us, a shared pfp or adding smth to them and change our names the phrase we are trending I would be motivated too tbh",think should have theme each parti motiv share ad smth them chang name phrase trend would motiv,0,Aalyvia,0
Remember that 1 egirl that had a pet leech with a bowtie or smth which she would feed with her own blood,rememb that egirl that leech with bowti smth which would feed with blood,0,Aarran,1
oh word? they got bunny boys in final fantasy?,word they bunni boy final fantasi,0,Aaniya,0
"If Cole wakes up in the middle of the night, he'll always eat smth before going back to sleep, change my mind",cole wake middl night alway smth befor go back sleep chang mind,0,Aamarion,1
"So you're going to tell me ppl can't say smth like ""I can't imagine Kuai with women""  But saying ""There is NO WAY Hanzo could ever be gay bc he loves Harumi"" is fine?   Canon or not, you guys are nitpicking which ships are acceptable or not. You can't do that and demand respect.",go tell smth like imagin kuai with women say there hanzo could ever love harumi fine canon guy nitpick which ship accept that demand respect,0,Aabha,0
yall my family were having dinner and they mentioned my dad’s lesbian assistant and her gf and my mom was like saying smth abt supporting lgbtq AND BOTH MY PARENTS SMILED AND LOOKED AT ME IM GONNA FUCKING LOSE MY MIND i feel like they know….,yall famili were have dinner they mention lesbian assist like say smth support lgbtq both parent smile look gonna fuck lose mind feel like they know,0,Aayushi,0
"this girl told me to put music on today and i put on something from my playlist, she then proceeded to say turn it off i got smth better and literally put on GJESTIN",thi girl told music today someth from playlist then proceed turn smth better liter gjestin,0,Aamod,1
MEW WILL BE APPEARING ON ARIRANG FOR SIMPLY KPOP CON TOUR IS THIS WHAT HE MEANT WHEN HE SAID SMTH ABOUT GOING INTERNATIONAL PHEWWWWWW IM PROUD,will appear arirang simpli kpop tour thi what meant when said smth about go intern phewwwwww proud,0,Aariona,0
theres smth abt ryujin’s appearance that doesnt look straight,there smth ryujin appear that doesnt look straight,0,Aamilah,0
ARMYWEEBS INTERACT WITH THIS TWEET :D i’m trying to see smth,armyweeb interact with thi tweet tri smth,0,Aariyah,0
Hate happy mfs bro like be sad or smth,hate happi like smth,0,Aayanna,0
"Atiny istg most of yall are too laid back right now, for the next round we definitely have to DOUBLE our efforts, you cannot just expect Ateez to get no.1 again, what if they not, what are we gon do next? Ikon have Lisa so they def will have their view like at least 5M or smth...",atini istg most yall laid back right next round definit have doubl effort cannot just expect ateez again what they what next ikon have lisa they will have their view like least smth,0,Aarabi,0
OMFG is just experienced smth fenomenal I was listening to Katy on Spotify and an unfamiliar song started. I was like What's that? it sounds like Electric... is that Electric?! AND SHE LITERALLY SUNG WORD ELECTRIC and I almost died. but it was only Spiritual BUT I love it!,omfg just experienc smth fenomen listen kati spotifi unfamiliar song start like what that sound like electr that electr liter sung word electr almost die onli spiritu love,0,Aaronlee,0
there's just smth about shoko&amp;geto being besties that makes me feel so happy. i know they'd be so powerful,there just smth about shoko geto be besti that make feel happi know they power,0,Aala,0
"i get being upset abt his absence but some ppl act as if the kids are guilty for seemingly being happy &amp; still continuing to do things as if 1, it isn't their literal job they can't just do what they want and 2, hj deserves smth to come back to",be upset absenc some kid guilti seemingli be happi still continu thing their liter they just what they want deserv smth come back,0,Aafreen,0
besties would you date someone with very different political views? i'm trying to see smth /gen,besti would date someon with veri differ polit view tri smth,0,Aamosh,1
why r some of u still following and interacting with backdoor_9????? like ?? weren't they an incest supporter or smth,some still follow interact with backdoor like weren they incest support smth,0,Aatto,1
"i just know when dco meets up in one room its just gonna be a loud ""OH FUCK YOUUUU"" and like charlie and java in the corner doing smth idk",just know when meet room just gonna loud fuck youuuu like charli java corner do smth,0,Aashana,0
can the next Maltese president not be old? maybe they can post insta stories abt new laws or smth,next maltes presid mayb they post insta stori law smth,0,Aalani,0
reply if you have Rosaria or yanfei I wanna see smth,repli have rosaria yanfei wanna smth,0,Aaliyanna,0
